geliefert;Partner-Nr.;Anzahl;Post-Anrede;Post-Name1;Post-Name2;Post-Straße;Post-PLZ;Post-Ort;Floh;Teile;Gesamtgewicht;Aufkl. 1;Aufkl. 2;Aufkl. 3;Gew. Paket 1;Gew. Paket 2;Gew. Paket 3;;Urlaub bis;Urlaub2 bis;PaketFloh;
1037;01827600;300;Blumenhaus;Miller,;Julia;Große Str. 36;21521;Aumühle;2587;1;7,4;Pak 1/1;;;7,4;;;991230;;;2587-Pak 1/1-991230;
818;01450000;300;Blumenhaus;Lenz,;Susanne, Blumenstübchen;Schulweg 2;21717;Fredenbeck;2588;1;7,4;Pak 1/1;;;7,4;;;991230;;;2588-Pak 1/1-991230;
3437;07037900;300;Blumenhaus;Hauschildt,;Helge;Bürgerei 4;21720;Steinkirchen;2589;1;7,4;Pak 1/1;;;7,4;;;991230;;;2589-Pak 1/1-991230;
2345;04317700;300;Blumenhaus;Dahlmann,;Günter;Bargteheider Str. 32;22143;Hamburg;2590;1;7,4;Pak 1/1;;;7,4;;;991230;;;2590-Pak 1/1-991230;
832;01471600;300;Blumenhaus;Jaksic,;Ingrid, Blumenhaus Hübner;Bramfelder Str. 89;22305;Hamburg;2591;1;7,4;Pak 1/1;;;7,4;;;991230;;;2591-Pak 1/1-991230;
4937;12483900;300;Blumenhaus;Ruge,;Ernst, Blumenschmuck Ruge;Sülldorfer Kirchenweg 147;22589;Hamburg;2592;1;7,4;Pak 1/1;;;7,4;;;991230;;;2592-Pak 1/1-991230;
5039;12853700;300;Blumenhaus;Brüggmann GbR,;Thomas und Birgit, Blumen Brüggmann;Oldesloer Str. 34;22964;Steinburg-Eichede;2593;1;7,4;Pak 1/1;;;7,4;;;991230;;;2593-Pak 1/1-991230;
3598;07463200;300;Blumenhaus;Paul Reindorf,;Inh. Jürgen Reindorf;Friedhofsallee 59a;23554;Lübeck;2594;1;7,4;Pak 1/1;;;7,4;;;991230;;;2594-Pak 1/1-991230;
4851;12240400;300;Blumenhaus;Grube,;Jörn, Blumenhaus Grube;Geniner Dorfstr. 19-21;23560;Lübeck;2595;1;7,4;Pak 1/1;;;7,4;;;991230;;;2595-Pak 1/1-991230;
4593;11337600;300;Blumenhaus;Klüss,;Henning;Plöner Str. 86;23623;Ahrensbök;2596;1;7,4;Pak 1/1;;;7,4;;;991230;;;2596-Pak 1/1-991230;
3762;08009401;300;Blumenhaus;Blumen- und Pflanzenmarkt Rahlf GmbH & Co. KG;;Sandendredder 13;23684;Scharbeutz-Schürsdorf;2597;1;7,4;Pak 1/1;;;7,4;;;991230;;;2597-Pak 1/1-991230;
1347;02350900;300;Blumenhaus;Vollert,;Achim, Blumenland Vollert;Bahnhofstr. 58;23714;Bad Malente;2598;1;7,4;Pak 1/1;;;7,4;;;991230;;;2598-Pak 1/1-991230;
3152;06186300;300;Blumenhaus;Friedhofsgärtnerei Schnack GmbH;;Kirchhofsallee 12;23730;Neustadt;2599;1;7,4;Pak 1/1;;;7,4;;;991230;;;2599-Pak 1/1-991230;
4665;11564000;300;Blumenhaus;Andersen,;Kerstin, Blumenhaus Andersen;Hoheluftstr. 36 a;23758;Oldenburg;2600;1;7,4;Pak 1/1;;;7,4;;;991230;;;2600-Pak 1/1-991230;
892;01585400;300;Blumenhaus;Arlt,;Thomas;Friedrich-Ebert- Str. 43;23774;Heiligenhafen;2601;1;7,4;Pak 1/1;;;7,4;;;991230;;;2601-Pak 1/1-991230;
321;00617300;300;Blumenhaus;Kretschmer,;Ralf, Gärtnerei Kretschmer;Eichhofstr. 43;24116;Kiel;2602;1;7,4;Pak 1/1;;;7,4;;;991230;;;2602-Pak 1/1-991230;
218;00419700;300;Blumenhaus;Blumenhaus Schmidt Kronshagen;Inh. Axel Schmidt;Kieler Str. 113;24119;Kronshagen;2603;1;7,4;Pak 1/1;;;7,4;;;991230;;;2603-Pak 1/1-991230;
1090;01909400;300;Blumenhaus;Gäde,;Dagmar;Teplitzer Allee 2-4;24146;Kiel;2604;1;7,4;Pak 1/1;;;7,4;;;991230;;;2604-Pak 1/1-991230;
3480;07166900;300;Blumenhaus;Kalinka,;Volker, Blumen Kalinka;Ostpreussenplatz 19;24161;Altenholz;2605;1;7,4;Pak 1/1;;;7,4;;;991230;;;2605-Pak 1/1-991230;
737;01315200;300;Blumenhaus;Fester,;Kurt;Kirchhofsallee 10;24214;Gettorf;2606;1;7,4;Pak 1/1;;;7,4;;;991230;;;2606-Pak 1/1-991230;
1650;02880600;300;Blumenhaus;Blumenhaus Werner Puck, Inh. Jürgen Puck;;Ostseestr. 15;24217;Schönberg;2607;1;7,4;Pak 1/1;;;7,4;;;991230;;;2607-Pak 1/1-991230;
2745;05106000;300;Blumenhaus;Lenkersdorf,;Eggert;Kuhlenkamp 2 B;24217;Schönberg;2608;1;7,4;Pak 1/1;;;7,4;;;991230;;;2608-Pak 1/1-991230;
4640;11489800;300;Blumenhaus;Wohlers-Lorenzen,;Angela;Kätnerskamp 29;24220;Flintbek;2609;1;7,4;Pak 1/1;;;7,4;;;991230;;;2609-Pak 1/1-991230;
478;00874800;300;Blumenhaus;Müller,;Thomas, Blumen Müller;Bahnhofstr. 34;24223;Schwentinental-Raisdorf;2610;1;7,4;Pak 1/1;;;7,4;;;991230;;;2610-Pak 1/1-991230;
4827;12144900;300;Blumenhaus;Blumen Rathjens GmbH;;Hohner Str. 40;24787;Fockbek;2611;1;7,4;Pak 1/1;;;7,4;;;991230;;;2611-Pak 1/1-991230;
2062;03741500;300;Blumenhaus;001A Blumen Rahn;;Friedrichstr. 27;24837;Schleswig;2612;1;7,4;Pak 1/1;;;7,4;;;991230;;;2612-Pak 1/1-991230;
618;01136400;300;Blumenhaus;Vrabie,;Aurora, Orchidea;Dr.-Todsen-Str. 1;24937;Flensburg;2613;1;7,4;Pak 1/1;;;7,4;;;991230;;;2613-Pak 1/1-991230;
1633;02852000;300;Blumenhaus;Werner,;Jana, Jana's Blumenkörbchen;Adelbylund 14;24943;Flensburg;2614;1;7,4;Pak 1/1;;;7,4;;;991230;;;2614-Pak 1/1-991230;
1356;02365700;300;Blumenhaus;Hauschildt,;Mariechen;Rosenstr. 10;25566;Lägerdorf;2615;1;7,4;Pak 1/1;;;7,4;;;991230;;;2615-Pak 1/1-991230;
4981;12632800;300;Blumenhaus;Soiom,;Magrit;Herzog-Philipp-Allee 10;25832;Tönning;2616;1;7,4;Pak 1/1;;;7,4;;;991230;;;2616-Pak 1/1-991230;
712;01276700;300;Blumenhaus;Rahn;Carmen, Blumen Rahn;Kirchenstraße 10;25876;Schwabstedt;2617;1;7,4;Pak 1/1;;;7,4;;;991230;;;2617-Pak 1/1-991230;
1433;02482100;300;Blumenhaus;Blumen-Kiel, Studio für Blume und Gefäß,;Inh. Jochen Grafe;Steinweg 6;26122;Oldenburg;2618;1;7,4;Pak 1/1;;;7,4;;;991230;;;2618-Pak 1/1-991230;
1951;03516800;300;Blumenhaus;Lübbers,;Elisabeth, vorm. Wreesmann;Bahnhofstr. 1-3;26169;Friesoythe;2619;1;7,4;Pak 1/1;;;7,4;;;991230;;;2619-Pak 1/1-991230;
1504;02608800;300;Blumenhaus;Klefer,;Monika, Blumen Diers;August-Hinrichs-Str. 17;26215;Wiefelstede;2620;1;7,4;Pak 1/1;;;7,4;;;991230;;;2620-Pak 1/1-991230;
5370;05263600;100;Blumenhaus;Husmann,;Klaus;Hauptstr. 44;26452;Sande;2621;1;3,1;Pak 1/1;;;3,1;;;991230;;;2621-Pak 1/1-991230;
4444;10022600;300;Blumenhaus;Grensemann,;Inna, Zaubernuß;Zingelstr. 9;26624;Südbrookmerland;2622;1;7,4;Pak 1/1;;;7,4;;;991230;;;2622-Pak 1/1-991230;
227;00432200;300;Blumenhaus;Wall,;Hayo de;Neue Wieke Süd 47;26629;Großefehn-Mittegroßefehn;2623;1;7,4;Pak 1/1;;;7,4;;;991230;;;2623-Pak 1/1-991230;
1879;03358800;300;Blumenhaus;Stüven,;Sylvia, Blumen & Mehr;Hauptstr. 179;26639;Wiesmoor;2624;1;7,4;Pak 1/1;;;7,4;;;991230;;;2624-Pak 1/1-991230;
4439;10018600;300;Blumenhaus;Janssen-Ukena,;Marion;Hauptstr. 39;26723;Emden;2625;1;7,4;Pak 1/1;;;7,4;;;991230;;;2625-Pak 1/1-991230;
2305;04237000;300;Blumenhaus;Kelterer-Brake,;Ingrid;Neue Str. 9;26826;Weener;2626;1;7,4;Pak 1/1;;;7,4;;;991230;;;2626-Pak 1/1-991230;
5008;12753400;300;Blumenhaus;Lüken,;Anton;Splitting links 5;26871;Papenburg;2627;1;7,4;Pak 1/1;;;7,4;;;991230;;;2627-Pak 1/1-991230;
4604;11367900;300;Blumenhaus;Assies,;Antonia, Blumen Schmiemann;Hauptstr. 2;26892;Dörpen;2628;1;7,4;Pak 1/1;;;7,4;;;991230;;;2628-Pak 1/1-991230;
4445;10023800;300;Blumenhaus;Freels;Bärbel;Butjadinger Str. 29;26954;Nordenham;2629;1;7,4;Pak 1/1;;;7,4;;;991230;;;2629-Pak 1/1-991230;
3746;07897100;300;Blumenhaus;Opitz,;Heinz-Günter;Langenstr. 19;27239;Twistringen;2630;1;7,4;Pak 1/1;;;7,4;;;991230;;;2630-Pak 1/1-991230;
190;00355200;300;Blumenhaus;Krüger,;Emanuel und Anne Thöming;Lange Str. 96;27318;Hoya;2631;1;7,4;Pak 1/1;;;7,4;;;991230;;;2631-Pak 1/1-991230;
2474;04561800;300;Blumenhaus;Ahlenstorf,;Dörte, Blumen-Kahrs;Rosenweg 2;27367;Sottrum;2632;1;7,4;Pak 1/1;;;7,4;;;991230;;;2632-Pak 1/1-991230;
4392;09447200;300;Blumenhaus;Miles,;Elke, Blumenhaus Miles;Am Markt 5;27632;Dorum;2633;1;7,4;Pak 1/1;;;7,4;;;991230;;;2633-Pak 1/1-991230;
2312;04259800;300;Blumenhaus;Knoop,;Andrea;Friedensstr. 16;27753;Delmenhorst;2634;1;7,4;Pak 1/1;;;7,4;;;991230;;;2634-Pak 1/1-991230;
3612;07508100;300;Blumenhaus;Blumenhaus Meinken e.K.;Marion Meinken;Wildeshauser Str. 20a;27753;Delmenhorst;2635;1;7,4;Pak 1/1;;;7,4;;;991230;;;2635-Pak 1/1-991230;
1773;03169800;300;Blumenhaus;Diekmeyer GbR,;Gärnerei Diekmeyer;Im Freien Meer 17;28219;Bremen;2636;1;7,4;Pak 1/1;;;7,4;;;991230;;;2636-Pak 1/1-991230;
893;01588700;300;Blumenhaus;Kühl,;Yvonne;Friedrich-Humbert-Str. 61;28759;Bremen;2637;1;7,4;Pak 1/1;;;7,4;;;991230;;;2637-Pak 1/1-991230;
4836;12181700;300;Blumenhaus;Mattukat,;Manfred;Insterburger Weg 5;28790;Schwanewede;2638;1;7,4;Pak 1/1;;;7,4;;;991230;;;2638-Pak 1/1-991230;
2054;03724300;300;Blumenhaus;de Vos,;Ulrike, Blumen Galerie Oyten;Hauptstr. 111;28876;Oyten;2639;1;7,4;Pak 1/1;;;7,4;;;991230;;;2639-Pak 1/1-991230;
2732;05085900;300;Blumenhaus;Wolckenhaar,;Christa;Mummenhofstr. 13;29229;Celle;2640;1;7,4;Pak 1/1;;;7,4;;;991230;;;2640-Pak 1/1-991230;
4647;11505500;300;Blumenhaus;Zühlke,;Ralf, Gärtnerei & Floristik;Wiesenweg 9;29313;Hambühren-Ovelgönne;2641;1;7,4;Pak 1/1;;;7,4;;;991230;;;2641-Pak 1/1-991230;
1389;02421400;300;Blumenhaus;Hammerschmidt,;Gabriela, Blatt und Blüte;Billingstr. 12;29320;Hermannsburg;2642;1;7,4;Pak 1/1;;;7,4;;;991230;;;2642-Pak 1/1-991230;
1982;03574200;300;Blumenhaus;Blumen & schöne Dinge;Inh. Herma Hamers e.K.;Billingstr. 16;29320;Hermannsburg;2643;1;7,4;Pak 1/1;;;7,4;;;991230;;;2643-Pak 1/1-991230;
3435;07028800;300;Blumenhaus;Winkelmann,;Christian, Meisterfloristik;Bahnhofstr. 15;29378;Wittingen;2644;1;7,4;Pak 1/1;;;7,4;;;991230;;;2644-Pak 1/1-991230;
70;00121400;300;Blumenhaus;Jaekel,;Bodo, Gärtnerei Unruh;Wittinger Str. 8;29386;Hankensbüttel;2645;1;7,4;Pak 1/1;;;7,4;;;991230;;;2645-Pak 1/1-991230;
5011;12768400;300;Blumenhaus;Rossa,;Bernd;Lange Str. 15;29439;Lüchow;2646;1;7,4;Pak 1/1;;;7,4;;;991230;;;2646-Pak 1/1-991230;
5127;20770700;300;Blumenhaus;Hannemann,;Heike, Heike's Blumen & Geschenke;Luther Str. 5;30926;Seelze;2647;1;7,4;Pak 1/1;;;7,4;;;110807;07.08.2011;;2647-Pak 1/1-110807;
4524;11135700;300;Blumenhaus;Art Flora Blumen im Markt;Präger-Hoffmann, Susanne;Über den Beeken 10;30952;Ronnenberg;2648;1;7,4;Pak 1/1;;;7,4;;;991230;;;2648-Pak 1/1-991230;
4926;12437100;300;Blumenhaus;Dieter Herrmann;Die Blumen Insel GmbH;Nenndorfer Str. 92;30952;Ronnenberg;2649;1;7,4;Pak 1/1;;;7,4;;;991230;;;2649-Pak 1/1-991230;
2144;03915500;300;Blumenhaus;Jokuszies,;Ina, Blumengeschäft Drescher;Voss-Str. 2a;31157;Sarstedt;2650;1;7,4;Pak 1/1;;;7,4;;;991230;;;2650-Pak 1/1-991230;
319;00615800;300;Blumenhaus;Seik-Emmermann;Anette, Blumen Seik;Königsstr. 27;31167;Bockenem;2651;1;7,4;Pak 1/1;;;7,4;;;991230;;;2651-Pak 1/1-991230;
4515;11099800;300;Blumenhaus;Lenhart,;Dirk;Mühlenweg 1;31171;Nordstemmen;2652;1;7,4;Pak 1/1;;;7,4;;;991230;;;2652-Pak 1/1-991230;
1441;02492400;300;Blumenhaus;Clöver,;Marlies, Blumen Ziegler;Verdener Landstr. 46;31582;Nienburg;2654;1;7,4;Pak 1/1;;;7,4;;;991230;;;2654-Pak 1/1-991230;
1096;01921200;300;Blumenhaus;Petersohn GbR,;Jörn und Anneliese;Am Markt 2a;31595;Steyerberg;2655;1;7,4;Pak 1/1;;;7,4;;;991230;;;2655-Pak 1/1-991230;
881;01569300;300;Blumenhaus;Urban,;Jacqueline, Florales & Ambiente;Kirchplatz 10;31737;Rinteln;2656;1;7,4;Pak 1/1;;;7,4;;;991230;;;2656-Pak 1/1-991230;
2254;04117300;300;Blumenhaus;Nolte,;Uta, Blumen Nolte;Kälberanger 9;31787;Hameln;2657;1;7,4;Pak 1/1;;;7,4;;;991230;;;2657-Pak 1/1-991230;
416;00767300;300;Blumenhaus;Hys,;Susanne, Blumen Hanisch;Niederstr. 3;31863;Coppenbrügge;2658;1;7,4;Pak 1/1;;;7,4;;;991230;;;2658-Pak 1/1-991230;
3156;06202900;300;Blumenhaus;Rummler-Heermeyer,;Annegret;Amselstr. 39;32049;Herford;2659;1;7,4;Pak 1/1;;;7,4;;;991230;;;2659-Pak 1/1-991230;
1390;02422500;300;Blumenhaus;Kampe,;Susanne, Kampe Floristik;Begastr. 35;32108;Bad Salzuflen;2660;1;7,4;Pak 1/1;;;7,4;;;991230;;;2660-Pak 1/1-991230;
3508;07228201;300;Blumenhaus;Cekic GbR,;Blumen Spilker;Lemgoer Str. 17 a;32108;Bad Salzuflen;2661;1;7,4;Pak 1/1;;;7,4;;;991230;;;2661-Pak 1/1-991230;
3338;06753300;300;Blumenhaus;Kortemeier,;Jörg, Blumenhaus Kortemeier;Taxusweg 3;32120;Hiddenhausen;2662;1;7,4;Pak 1/1;;;7,4;;;991230;;;2662-Pak 1/1-991230;
681;01228600;300;Blumenhaus;Burghardt,;Beate, Blumenhaus Burghardt;Biermannstr. 29;32139;Spenge;2663;1;7,4;Pak 1/1;;;7,4;;;991230;;;2663-Pak 1/1-991230;
1274;02228700;300;Blumenhaus;Abies Blumen Floristik & Gala Nolte UG;;Kleiner Domhof 22;32423;Minden;2664;1;7,4;Pak 1/1;;;7,4;;;991230;;;2664-Pak 1/1-991230;
2321;04273700;300;Blumenhaus;Ruhe,;Jens, Blumen Roschlau;Viktoriastr. 57;32423;Minden;2665;1;7,4;Pak 1/1;;;7,4;;;991230;;;2665-Pak 1/1-991230;
3213;06401200;300;Blumenhaus;Klenke,;Friedel;Bahnhofstr. 9;32479;Hille;2666;1;7,4;Pak 1/1;;;7,4;;;991230;;;2666-Pak 1/1-991230;
4855;12249100;300;Blumenhaus;Sielermann,;Christine, Gärtnerei Kramer;Volmerdingsener Str. 194;32549;Bad Oeynhausen;2667;1;7,4;Pak 1/1;;;7,4;;;991230;;;2667-Pak 1/1-991230;
2140;03910000;300;Blumenhaus;Schröder;Andreas, Blattlaus Trendfloristik;Werster Str. 106;32584;Löhne;2668;1;7,4;Pak 1/1;;;7,4;;;991230;;;2668-Pak 1/1-991230;
2845;05340900;300;Blumenhaus;Gerber,;Thomas;Mittelstr. 40;32699;Extertal;2669;1;7,4;Pak 1/1;;;7,4;;;991230;;;2669-Pak 1/1-991230;
1665;02934800;300;Blumenhaus;Hörning,;Ute;Pyrmonter Str. 16;32839;Steinheim;2670;1;7,4;Pak 1/1;;;7,4;;;991230;;;2670-Pak 1/1-991230;
1189;02079700;300;Blumenhaus;Schünemann,;Doris, Blumenstudio Wecker;Am Markt 2;33034;Brakel;2671;1;7,4;Pak 1/1;;;7,4;;;991230;;;2671-Pak 1/1-991230;
4657;11540000;300;Blumenhaus;Behrendt,;Dorothe, Blumen Frerichs;An der Dicken Linde 1;33106;Paderborn;2672;1;7,4;Pak 1/1;;;7,4;;;110808;08.08.2011;;2672-Pak 1/1-110808;
5114;20595300;300;Blumenhaus;Wirling,;Wilfried;Lipplinger Str. 34;33129;Delbrück;2673;1;7,4;Pak 1/1;;;7,4;;;110807;07.08.2011;;2673-Pak 1/1-110807;
3585;07429700;300;Blumenhaus;Lammers,;Edmund;Friedhofstr. 8;33142;Büren-Steinhausen;2674;1;7,4;Pak 1/1;;;7,4;;;991230;;;2674-Pak 1/1-991230;
1826;03272500;300;Blumenhaus;Werne,;Henning, floridea;Mittelstr. 2;33181;Bad Wünnenberg;2675;1;7,4;Pak 1/1;;;7,4;;;991230;;;2675-Pak 1/1-991230;
4458;10037600;300;Blumenhaus;Kerker,;Hans-Ludwig, Floristik Kerker;Steinhagener Str. 3;33334;Gütersloh;2676;1;7,4;Pak 1/1;;;7,4;;;991230;;;2676-Pak 1/1-991230;
2790;05211000;300;Blumenhaus;Herbort,;Gerhard, Gärtnerei & Floristik;Katthagenstr. 9;33397;Rietberg;2677;1;7,4;Pak 1/1;;;7,4;;;991230;;;2677-Pak 1/1-991230;
1405;02442000;300;Blumenhaus;Eggersmann,;Gabriele, Blumen etc. Westmattelmann;Brockhäger Str. 5;33428;Harsewinkel;2678;1;7,4;Pak 1/1;;;7,4;;;991230;;;2678-Pak 1/1-991230;
4441;10019800;300;Blumenhaus;Funke,;Julia, Tulipa blumen creativ;Feldmannsweg 22;33442;Herzebrock-Clarholz;2679;1;7,4;Pak 1/1;;;7,4;;;991230;;;2679-Pak 1/1-991230;
985;01738700;300;Blumenhaus;Siebrecht,;Marc;Karolinenstr. 10;34127;Kassel;2680;1;7,4;Pak 1/1;;;7,4;;;991230;;;2680-Pak 1/1-991230;
5239;22663400;300;Blumenhaus;Sander-Carle,;Silvia, Blumenhaus Carle;Holländische Str. 77;34127;Kassel;2681;1;7,4;Pak 1/1;;;7,4;;;991230;;;2681-Pak 1/1-991230;
989;01745700;300;Blumenhaus;Uffelmann,;Michael;Zentgrafenstr. 119;34130;Kassel;2682;1;7,4;Pak 1/1;;;7,4;;;991230;;;2682-Pak 1/1-991230;
2105;03835800;300;Blumenhaus;Wennmacher,;Peter;Eugen-Richter-Str. 35;34134;Kassel;2683;1;7,4;Pak 1/1;;;7,4;;;991230;;;2683-Pak 1/1-991230;
48;00084901;300;Blumenhaus;Göllner,;Heinrich;Hunsrückstr. /Am Hauptfriedhof 5;34225;Baunatal;2684;1;7,4;Pak 1/1;;;7,4;;;991230;;;2684-Pak 1/1-991230;
1030;01813900;300;Blumenhaus;Schäfer,;Daniela, Blumen mit Stil;Hessenring 1;34260;Kaufungen;2686;1;7,4;Pak 1/1;;;7,4;;;991230;;;2686-Pak 1/1-991230;
3363;06826000;300;Blumenhaus;Wenzel,;Dieter, Blumen-Wenzel;Im kleinen Feld (Vogelsang) 7;34346;Hann. Münden;2687;1;7,4;Pak 1/1;;;7,4;;;991230;;;2687-Pak 1/1-991230;
2248;04102500;300;Blumenhaus;Zeretzke,;Stephan, Blumenhaus Kaufhold;Obere Bahnhofstr. 31;34376;Immenhausen;2688;1;7,4;Pak 1/1;;;7,4;;;991230;;;2688-Pak 1/1-991230;
4917;12421900;300;Blumenhaus;Ortwein,;Britta, Blumenhaus Ortwein;Bahnhofstr. 32-34;34414;Warburg;2689;1;7,4;Pak 1/1;;;7,4;;;991230;;;2689-Pak 1/1-991230;
1862;03331500;300;Blumenhaus;Lindner-Böcker,;Christina und Birgit Wandel GbR;Briloner Str. 29;34508;Willingen;2690;1;7,4;Pak 1/1;;;7,4;;;991230;;;2690-Pak 1/1-991230;
931;01651400;300;Blumenhaus;Schade-Ried,;Ingeborg, Blumenhaus Schade-Ried;Westheimer Str. 35;34576;Homberg;2691;1;7,4;Pak 1/1;;;7,4;;;991230;;;2691-Pak 1/1-991230;
1984;03576400;300;Blumenhaus;Ochs,;Andreas;Bahnhofstr. 32;34582;Borken;2692;1;7,4;Pak 1/1;;;7,4;;;991230;;;2692-Pak 1/1-991230;
3635;07566600;300;Blumenhaus;Munz,;Helga;Untertor 12;34587;Felsberg;2693;1;7,4;Pak 1/1;;;7,4;;;991230;;;2693-Pak 1/1-991230;
3095;06032300;300;Blumenhaus;Günther,;Horst;Aueweg 9;35083;Wetter;2694;1;7,4;Pak 1/1;;;7,4;;;991230;;;2694-Pak 1/1-991230;
3610;07501400;300;Blumenhaus;Pickett;Doris;Hospitalstr. 42;35216;Biedenkopf;2695;1;7,4;Pak 1/1;;;7,4;;;991230;;;2695-Pak 1/1-991230;
4672;11586500;300;Blumenhaus;Kannenberg,;Renate;Kirchhainer Str. 22;35260;Stadtallendorf;2696;1;7,4;Pak 1/1;;;7,4;;;110813;13.08.2011;;2696-Pak 1/1-110813;
1789;03195200;300;Blumenhaus;Martin,;Nelli, Blumen Bürcky;Marktgasse 4;35305;Grünberg;2697;1;7,4;Pak 1/1;;;7,4;;;991230;;;2697-Pak 1/1-991230;
2966;05663300;300;Blumenhaus;Wolf,;Beate;Neustadt 89;35305;Grünberg;2698;1;7,4;Pak 1/1;;;7,4;;;991230;;;2698-Pak 1/1-991230;
738;01318500;300;Blumenhaus;Langohr,;Arnold;Kirschgartener Str. 3;35325;Mücke;2699;1;7,4;Pak 1/1;;;7,4;;;991230;;;2699-Pak 1/1-991230;
1950;03514600;300;Blumenhaus;Fischer,;Mathias;Jahnstr. 2-4;35410;Hungen;2700;1;7,4;Pak 1/1;;;7,4;;;991230;;;2700-Pak 1/1-991230;
3106;06058500;300;Blumenhaus;Schupp,;Friedrich;Hermannsteiner Str. 63;35614;Aßlar;2701;1;7,4;Pak 1/1;;;7,4;;;991230;;;2701-Pak 1/1-991230;
786;01400600;300;Blumenhaus;Bonsels,;Rainer, Blumenhaus Kretz;Bahnhofstr. 24;35708;Haiger;2702;1;7,4;Pak 1/1;;;7,4;;;991230;;;2702-Pak 1/1-991230;
5065;12928600;300;Blumenhaus;Bandsse,;Jürgen;Burger-Hauptstr. 14a;35745;Herborn;2703;1;7,4;Pak 1/1;;;7,4;;;991230;;;2703-Pak 1/1-991230;
1853;03320200;300;Blumenhaus;ABC Florist Neuhann;Elisabeth Neuhann;Künzeller Str. 74-76;36043;Fulda;2704;1;7,4;Pak 1/1;;;7,4;;;991230;;;2704-Pak 1/1-991230;
5045;12863800;300;Blumenhaus;Marschall,;Daniel, Blumen Marschall;Wiesenfelderweg 6;36088;Hünfeld;2705;1;7,4;Pak 1/1;;;7,4;;;991230;;;2705-Pak 1/1-991230;
1839;03293200;300;Blumenhaus;Tietze,;Karin, Blumen + Floristik Elmar Heil;Rabanus-Maurus-Str. 16;36100;Petersberg;2706;1;7,4;Pak 1/1;;;7,4;;;991230;;;2706-Pak 1/1-991230;
4949;12532500;300;Blumenhaus;Zimmermann-Jantke GbR,;Blumenfachgeschäft;Niederkalbacher Str. 16;36119;Neuhof;2707;1;7,4;Pak 1/1;;;7,4;;;991230;;;2707-Pak 1/1-991230;
691;01247000;300;Blumenhaus;Blumen-Krug Holger Müller e.K.;;Berliner Str. 1;36129;Gersfeld;2708;1;7,4;Pak 1/1;;;7,4;;;991230;;;2708-Pak 1/1-991230;
1958;03532900;300;Blumenhaus;Blumen-Fleischhut KG;;Bürgerstr. 17;36199;Rotenburg;2709;1;7,4;Pak 1/1;;;7,4;;;991230;;;2709-Pak 1/1-991230;
3331;06736000;300;Blumenhaus;Gebauer,;Edith;Am Mühlrain 1;36266;Heringen;2710;1;7,4;Pak 1/1;;;7,4;;;991230;;;2710-Pak 1/1-991230;
121;00213800;300;Blumenhaus;Bing,;Silk;Fuldastr. 27;36272;Niederaula;2711;1;7,4;Pak 1/1;;;7,4;;;991230;;;2711-Pak 1/1-991230;
2341;04311100;300;Blumenhaus;Eder,;Marion, Blumen-Weber, Meisterflorist;Reibertenröder Weg 13;36304;Alsfeld;2712;1;7,4;Pak 1/1;;;7,4;;;991230;;;2712-Pak 1/1-991230;
1128;01975900;300;Blumenhaus;Blumen Schwärzel;Inh. Peter Bitzinger e.K.;Vogelsbergstr. 5;36341;Lauterbach;2713;1;7,4;Pak 1/1;;;7,4;;;110807;07.08.2011;;2713-Pak 1/1-110807;
1103;01938100;300;Blumenhaus;Deger,;Andrea, Blumengalerie;Obertorstr. 7;36381;Schlüchtern;2714;1;7,4;Pak 1/1;;;7,4;;;991230;;;2714-Pak 1/1-991230;
418;00769900;300;Blumenhaus;Engel,;Winfried;Schulstr. 19;36404;Vacha;2715;1;7,4;Pak 1/1;;;7,4;;;991230;;;2715-Pak 1/1-991230;
5332;25137900;300;Blumenhaus;Hartung,;Bernd;EKZ-Feldatal;36466;Dermbach;2716;1;7,4;Pak 1/1;;;7,4;;;991230;;;2716-Pak 1/1-991230;
4854;12247700;300;Blumenhaus;Gustke,;Lothar;Stadtstieg 5 A;37083;Göttingen;2717;1;7,4;Pak 1/1;;;7,4;;;991230;;;2717-Pak 1/1-991230;
2390;04384300;300;Blumenhaus;Bertram,;Peter;Mühlenanger 52;37139;Adelebsen;2718;1;7,4;Pak 1/1;;;7,4;;;991230;;;2718-Pak 1/1-991230;
65;00112500;300;Blumenhaus;Marx,;Stefan;Liesebühl 29;37308;Heilbad Heiligenstadt;2719;1;7,4;Pak 1/1;;;7,4;;;991230;;;2719-Pak 1/1-991230;
946;01670800;300;Blumenhaus;Lindemeyer,;Elvira;Untertor 37;37339;Worbis;2720;1;7,4;Pak 1/1;;;7,4;;;991230;;;2720-Pak 1/1-991230;
3148;06178201;300;Blumenhaus;Sommerfeld;Detlev;Ludwig-Erhard-Str. 3;37434;Gieboldehausen;2721;1;7,4;Pak 1/1;;;7,4;;;991230;;;2721-Pak 1/1-991230;
4844;12210100;300;Blumenhaus;Brandt,;Renate;Marktstr. 59;37441;Bad Sachsa;2722;1;7,4;Pak 1/1;;;7,4;;;991230;;;2722-Pak 1/1-991230;
4659;11544800;300;Blumenhaus;Süßenbach,;Holger;Steinweg 17;37574;Einbeck;2723;1;7,4;Pak 1/1;;;7,4;;;991230;;;2723-Pak 1/1-991230;
944;01668400;300;Blumenhaus;Schmidt,;Heidi;Am Weissenbach 2;37619;Hehlen;2724;1;7,4;Pak 1/1;;;7,4;;;991230;;;2724-Pak 1/1-991230;
